Target relationship: patient_chronotype -> cluster
Model Formula: Formula(cluster ~ age + patient_chronotype + sex + sri + (1|id))

                        mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd   ess_bulk  ess_tail  r_hat
1|id[1, 1817]          0.515  0.568  -0.533    1.587      0.004    0.007  17321.593  5991.657  1.000
1|id[1, 1818]         -0.151  0.674  -1.456    1.099      0.005    0.009  17347.783  5908.730  1.000
1|id[1, 1820]          0.372  0.609  -0.792    1.501      0.005    0.007  17231.796  6231.031  1.000
1|id[1, 1821]          0.296  0.674  -0.975    1.572      0.005    0.009  17399.975  5485.965  1.000
1|id[1, 1822]         -0.572  0.582  -1.644    0.529      0.005    0.007  14938.286  5638.321  1.002
1|id[1, 1823]          0.206  0.604  -0.894    1.385      0.005    0.009  15322.836  5326.794  1.001
1|id[1, 1824]         -0.439  0.614  -1.605    0.728      0.005    0.008  18237.525  5625.771  1.000
1|id[1, 1825]          0.112  0.593  -0.974    1.248      0.005    0.007  15407.724  6277.530  1.001
1|id[1, 1826]         -0.528  0.675  -1.777    0.765      0.006    0.010  14021.883  4939.719  1.000
1|id[1, 1827]         -0.020  0.617  -1.188    1.124      0.005    0.008  16184.574  6213.411  1.001
1|id[1, 1828]          0.152  0.578  -0.941    1.225      0.004    0.008  17235.286  5414.280  1.001
1|id[1, 1829]          0.259  0.598  -0.849    1.377      0.005    0.008  16420.052  5543.042  1.000
1|id[1, 1830]          0.398  0.591  -0.712    1.505      0.005    0.007  15547.902  6340.074  1.001
1|id[1, 1832]          0.655  0.626  -0.550    1.820      0.005    0.009  18455.081  4939.798  1.000
1|id[1, 1833]         -0.173  0.661  -1.459    1.007      0.005    0.008  16682.096  5963.669  1.002
1|id[1, 1834]         -0.421  0.637  -1.626    0.790      0.005    0.008  16363.163  5823.525  1.000
1|id[1, 1835]          0.408  0.672  -0.757    1.747      0.005    0.009  15313.893  5572.033  1.000
1|id[1, 1836]          1.006  0.583  -0.110    2.095      0.005    0.007  16700.434  6050.291  1.000
1|id[1, 1837]         -0.573  0.603  -1.673    0.558      0.004    0.007  18329.850  6331.177  1.001
1|id[1, 1838]          0.227  0.608  -0.916    1.350      0.005    0.008  15480.453  6250.647  1.000
1|id[1, 1840]         -0.499  0.599  -1.665    0.577      0.005    0.008  15463.368  5635.604  1.001
1|id[1, 1844]          0.159  0.618  -0.985    1.324      0.005    0.008  16084.244  5625.868  1.000
1|id[1, 1847]          0.503  0.583  -0.565    1.618      0.004    0.008  17216.789  5693.940  1.000
1|id[1, 1848]         -0.365  0.649  -1.613    0.810      0.005    0.008  16931.545  5591.244  1.001
1|id[1, 1850]          0.382  0.655  -0.863    1.572      0.005    0.009  17396.697  5710.014  1.002
1|id[1, 1852]         -0.477  0.687  -1.714    0.848      0.006    0.009  15158.059  5360.468  1.001
1|id[1, 1878]         -0.593  0.658  -1.756    0.705      0.005    0.009  15241.019  5498.385  1.001
1|id[1, 1879]         -0.066  0.621  -1.232    1.103      0.005    0.008  18734.816  6017.119  1.002
1|id[1, 1880]          0.683  0.574  -0.397    1.763      0.005    0.008  15771.864  5365.013  1.001
1|id[1, 1886]          1.115  0.632  -0.055    2.301      0.005    0.008  16988.037  5739.556  1.000
1|id[1, 1887]         -0.055  0.599  -1.190    1.052      0.005    0.007  14307.126  6152.656  1.000
1|id[1, 1890]          0.395  0.621  -0.818    1.525      0.005    0.008  17971.239  5853.113  1.001
1|id[1, 1891]          0.481  0.587  -0.620    1.566      0.005    0.007  15561.472  6738.477  1.000
1|id[1, 1903]          0.298  0.577  -0.819    1.362      0.005    0.008  15879.388  5502.995  1.001
1|id[1, 1906]         -0.272  0.588  -1.385    0.807      0.004    0.008  18053.794  5075.276  1.000
1|id[1, 1909]         -0.653  0.607  -1.798    0.496      0.005    0.008  15165.027  5879.442  1.000
1|id[1, 1911]          0.608  0.585  -0.456    1.712      0.004    0.008  17077.848  5578.099  1.000
1|id[1, 1914]         -0.199  0.757  -1.610    1.222      0.006    0.010  17929.611  5188.179  1.001
1|id[1, 1915]          0.202  0.588  -0.898    1.311      0.005    0.008  16427.387  5172.529  1.000
1|id[1, 1916]         -0.456  0.608  -1.626    0.662      0.005    0.009  16263.781  5197.362  1.001
1|id[1, 1940]          1.117  0.635  -0.021    2.340      0.005    0.009  17308.728  5623.726  1.000
1|id[1, 1942]         -0.010  0.603  -1.121    1.142      0.005    0.008  16044.753  5542.292  1.000
1|id[1, 1947]         -0.312  0.657  -1.542    0.906      0.005    0.010  17716.636  5530.800  1.000
1|id[1, 1948]          0.010  0.619  -1.153    1.164      0.005    0.008  18551.220  5502.900  1.001
1|id[1, 1950]         -0.018  0.637  -1.208    1.195      0.005    0.008  16848.578  6223.526  1.001
1|id[1, 1955]         -0.757  0.644  -1.982    0.448      0.005    0.008  16328.257  5697.841  1.000
1|id[1, 1956]         -0.552  0.604  -1.646    0.587      0.005    0.008  15481.846  5423.636  1.000
1|id[1, 1962]          0.444  0.614  -0.786    1.538      0.005    0.008  14121.489  5421.713  1.002
1|id[1, 1963]         -0.461  0.616  -1.655    0.690      0.005    0.008  16389.064  5612.205  1.000
1|id[1, 1975]          0.223  0.625  -0.980    1.361      0.005    0.009  18200.219  5625.689  1.001
1|id[1, 1976]         -0.119  0.673  -1.380    1.163      0.005    0.009  18846.241  5465.837  1.000
1|id[1, 1977]         -0.430  0.593  -1.555    0.661      0.005    0.007  15746.360  6231.861  1.000
1|id[1, 1978]         -0.133  0.562  -1.184    0.959      0.004    0.007  15625.858  5723.411  1.000
1|id[1, 1980]         -0.323  0.705  -1.634    1.003      0.005    0.009  16846.805  6122.176  1.000
1|id[1, 1983]         -0.360  0.622  -1.626    0.711      0.005    0.008  15580.322  5696.376  1.001
1|id[1, 1984]          0.437  0.610  -0.756    1.520      0.005    0.008  15874.204  5715.043  1.000
1|id[1, 1986]         -0.210  0.751  -1.628    1.220      0.005    0.010  18804.361  4964.127  1.000
1|id[1, 1999]          0.124  0.617  -1.074    1.237      0.005    0.008  18433.809  6191.540  1.000
1|id[1, 2002]         -0.228  0.651  -1.428    0.989      0.005    0.008  15840.015  5473.111  1.000
1|id[1, 2003]         -0.343  0.568  -1.467    0.681      0.004    0.007  18548.222  5754.563  1.001
1|id[1, 2009]         -0.044  0.600  -1.197    1.059      0.005    0.008  15907.297  5685.042  1.000
1|id[1, 2010]          0.034  0.570  -1.001    1.125      0.004    0.008  16376.942  5212.868  1.001
1|id[1, 2011]         -0.106  0.597  -1.202    1.053      0.005    0.008  17434.918  5811.312  1.000
1|id[1, 2012]          0.167  0.619  -0.992    1.321      0.005    0.007  15312.672  6232.507  1.000
1|id[1, 2015]          0.283  0.579  -0.771    1.393      0.004    0.007  17003.051  6594.380  1.000
1|id[1, 2020]          0.198  0.711  -1.141    1.511      0.005    0.009  18250.868  5930.404  1.000
1|id[1, 2023]         -0.449  0.713  -1.848    0.850      0.006    0.010  15327.396  5338.736  1.002
1|id[1, 2026]          0.811  0.588  -0.258    1.970      0.005    0.008  17400.156  5098.503  1.000
1|id[1, 2028]          0.239  0.571  -0.777    1.385      0.004    0.008  16821.272  5767.968  1.000
1|id[1, 2029]         -0.667  0.680  -1.938    0.642      0.005    0.009  15993.040  5725.046  1.000
1|id[1, 2042]         -0.584  0.663  -1.836    0.651      0.005    0.009  17058.921  5904.923  1.000
1|id[1, 2043]          0.348  0.577  -0.741    1.425      0.005    0.007  14913.068  5899.968  1.001
1|id[1, 2044]          0.350  0.584  -0.768    1.404      0.005    0.008  16426.901  5869.148  1.000
1|id[1, 2046]         -0.196  0.659  -1.387    1.092      0.005    0.009  19180.163  5079.367  1.000
1|id[1, 2049]          0.955  0.583  -0.158    2.014      0.005    0.007  15967.303  5919.070  1.002
1|id[1, 2054]          0.375  0.601  -0.712    1.540      0.005    0.008  17345.824  5744.836  1.000
1|id[1, 2056]          0.689  0.606  -0.455    1.825      0.005    0.008  16155.790  5869.466  1.000
1|id[1, 2057]          0.423  0.513  -0.529    1.393      0.004    0.006  17833.045  5673.001  1.001
1|id[1, 2060]         -0.771  0.653  -1.982    0.478      0.006    0.009  13971.719  5049.386  1.000
1|id[1, 2063]         -0.297  0.643  -1.575    0.843      0.005    0.009  17982.258  4971.758  1.001
1|id[1, 2064]          0.059  0.577  -1.042    1.142      0.005    0.007  15673.945  5724.355  1.000
1|id[1, 2065]         -0.115  0.551  -1.176    0.885      0.004    0.007  16227.174  5643.321  1.000
1|id[1, 2066]          1.256  0.604   0.160    2.437      0.005    0.008  16309.154  5646.684  1.001
1|id[1, 2067]          0.694  0.633  -0.524    1.834      0.005    0.009  16001.712  5521.440  1.000
1|id[1, 2070]         -0.540  0.700  -1.901    0.751      0.005    0.010  16901.967  5493.123  1.001
1|id[1, 2079]         -0.746  0.650  -1.998    0.454      0.005    0.008  14735.403  5678.186  1.000
1|id[1, 2080]          0.781  0.670  -0.518    1.995      0.005    0.009  17783.174  6092.707  1.000
1|id[1, 2097]          0.862  0.617  -0.242    2.076      0.005    0.008  15877.286  5739.844  1.001
1|id[1, 2102]         -0.615  0.593  -1.702    0.529      0.004    0.008  18012.943  5646.923  1.001
1|id[1, 2103]          0.206  0.598  -0.904    1.326      0.005    0.008  16650.532  5968.830  1.001
1|id[1, 2105]         -0.206  0.582  -1.305    0.866      0.004    0.007  18038.892  5686.403  1.002
1|id[1, 2117]          0.261  0.632  -0.877    1.468      0.005    0.008  15014.014  5911.684  1.000
1|id[1, 2124]          0.046  0.611  -1.093    1.223      0.005    0.009  17609.942  5816.024  1.000
1|id[1, 2125]          0.048  0.586  -1.109    1.114      0.005    0.008  16813.098  5662.614  1.002
1|id[1, 2126]         -0.167  0.643  -1.424    0.991      0.005    0.008  16666.540  6332.456  1.001
1|id[1, 2129]          0.310  0.590  -0.738    1.478      0.004    0.007  18142.102  5929.523  1.000
1|id[1, 2131]          0.147  0.610  -1.023    1.269      0.005    0.008  17675.536  5455.824  1.000
1|id[1, 2137]          0.289  0.618  -0.865    1.458      0.005    0.008  17323.964  6006.802  1.000
1|id[1, 2138]         -0.660  0.663  -1.893    0.597      0.005    0.009  17951.715  5926.379  1.001
1|id[1, 2139]         -0.786  0.652  -1.974    0.468      0.005    0.009  18724.873  5766.201  1.000
1|id[1, 2144]         -0.415  0.707  -1.748    0.939      0.005    0.010  18093.026  5326.625  1.002
1|id[1, 2146]          0.753  0.572  -0.335    1.830      0.004    0.007  16148.437  5843.771  1.001
1|id[1, 2148]         -0.886  0.636  -2.056    0.353      0.005    0.008  15432.086  5848.638  1.000
1|id[1, 2149]          1.021  0.592  -0.096    2.155      0.005    0.009  17044.339  5249.608  1.001
1|id[1, 2151]         -0.499  0.622  -1.660    0.677      0.005    0.008  16333.130  6125.774  1.000
1|id[1, 2152]          0.328  0.602  -0.824    1.402      0.005    0.007  16843.216  6299.997  1.000
1|id[1, 2153]         -0.092  0.593  -1.213    1.008      0.004    0.007  17661.819  6094.402  1.000
1|id[1, 2154]          0.324  0.648  -0.878    1.544      0.005    0.008  19544.615  5799.865  1.000
1|id[1, 2155]          0.147  0.609  -1.018    1.293      0.005    0.008  17254.106  5222.332  1.001
1|id[1, 2157]         -0.172  0.756  -1.646    1.178      0.005    0.010  19953.034  5625.031  1.001
1|id[1, 2158]          1.064  0.625  -0.063    2.258      0.005    0.008  16282.114  5455.128  1.002
1|id[1, 2159]          0.222  0.608  -0.893    1.361      0.005    0.008  15210.176  6239.658  1.000
1|id[1, 2160]         -0.387  0.613  -1.523    0.762      0.005    0.008  15394.489  5313.524  1.001
1|id[1, 2162]          0.139  0.692  -1.119    1.470      0.005    0.009  17539.446  5730.936  1.000
1|id[1, 2167]         -0.891  0.655  -2.096    0.374      0.005    0.008  16451.500  6176.898  1.001
1|id[1, 2168]         -0.161  0.594  -1.272    0.987      0.004    0.008  18167.405  5908.037  1.000
1|id[1, 2171]          0.911  0.596  -0.155    2.073      0.005    0.008  14947.608  5512.226  1.002
1|id[1, 2176]          0.207  0.585  -0.907    1.289      0.004    0.008  17492.462  6021.048  1.000
1|id[1, 2178]          0.331  0.577  -0.767    1.408      0.004    0.007  16651.448  6130.606  1.000
1|id[1, 2179]          0.221  0.599  -0.934    1.335      0.005    0.007  15218.319  6018.516  1.000
1|id[1, 2181]          0.144  0.583  -0.951    1.218      0.004    0.007  18381.180  5853.571  1.000
1|id[1, 2183]         -0.225  0.654  -1.483    0.945      0.005    0.008  17514.616  5584.598  1.001
1|id[1, 2188]         -0.015  0.610  -1.141    1.159      0.005    0.008  17636.739  5738.982  1.001
1|id[1, 2189]          0.566  0.562  -0.502    1.587      0.004    0.007  17044.264  5900.452  1.001
1|id[1, 2191]          0.071  0.561  -0.949    1.157      0.004    0.007  18683.756  6027.597  1.001
1|id[1, 2193]         -0.159  0.590  -1.225    0.993      0.005    0.008  16164.024  5602.486  1.001
1|id[1, 2197]          0.177  0.569  -0.872    1.254      0.004    0.007  17394.870  5371.066  1.000
1|id[1, 2201]         -0.245  0.610  -1.412    0.888      0.005    0.007  16405.887  5786.568  1.000
1|id[1, 2202]         -0.071  0.603  -1.184    1.060      0.005    0.007  16320.105  5778.697  1.000
1|id[1, 2203]          0.036  0.686  -1.243    1.331      0.005    0.009  15978.431  6014.710  1.001
1|id[1, 2204]         -0.826  0.643  -2.078    0.332      0.005    0.008  16003.742  5582.345  1.000
1|id[1, 2205]         -0.350  0.621  -1.532    0.782      0.005    0.007  15311.298  6508.024  1.001
1|id[1, 2216]         -0.734  0.633  -1.880    0.479      0.005    0.008  15749.278  5731.125  1.001
1|id[1, 2217]         -0.378  0.576  -1.509    0.676      0.004    0.008  17606.021  5272.310  1.001
1|id[1, 2218]          1.146  0.588   0.022    2.252      0.005    0.008  14794.337  5796.199  1.002
1|id[1, 2220]          0.024  0.597  -1.150    1.110      0.005    0.008  16925.109  5324.045  1.002
1|id[1, 2222]          0.771  0.629  -0.415    1.957      0.005    0.008  17050.085  5390.379  1.001
1|id[1, 2225]         -0.565  0.604  -1.690    0.566      0.005    0.007  16723.447  5827.049  1.001
1|id[1, 2226]          0.084  0.711  -1.269    1.385      0.005    0.010  18035.444  5787.678  1.001
1|id[1, 2228]          1.221  0.611   0.037    2.366      0.005    0.008  16201.896  5568.940  1.001
1|id[1, 2231]         -0.119  0.605  -1.237    1.013      0.005    0.008  17194.237  5554.203  1.001
1|id[1, 2232]         -0.011  0.605  -1.161    1.127      0.005    0.008  16927.343  5885.458  1.000
1|id[1, 2233]         -0.328  0.582  -1.446    0.738      0.004    0.007  17934.221  6015.532  1.001
1|id[1, 2234]          0.383  0.676  -0.836    1.689      0.005    0.009  15959.358  5204.385  1.000
1|id[1, 2236]         -0.249  0.588  -1.346    0.864      0.005    0.008  14476.441  5752.680  1.000
1|id[1, 2237]         -0.438  0.603  -1.549    0.719      0.005    0.008  13804.350  5712.825  1.000
1|id[1, 2238]          0.353  0.575  -0.733    1.443      0.004    0.008  17846.043  5547.019  1.000
1|id[1, 2239]         -0.701  0.658  -1.984    0.537      0.005    0.009  18142.961  5588.549  1.002
1|id[1, 2243]          0.235  0.606  -0.965    1.328      0.005    0.009  17658.885  4773.460  1.000
1|id[1, 2244]         -0.145  0.599  -1.256    0.979      0.005    0.007  17741.887  5938.861  1.000
1|id[1, 2253]         -0.336  0.623  -1.487    0.850      0.005    0.009  15186.214  5239.620  1.000
1|id[1, 2254]          0.575  0.666  -0.650    1.892      0.005    0.009  19580.439  5852.050  1.001
1|id[1, 2263]          0.739  0.716  -0.563    2.168      0.006    0.010  16568.087  5674.391  1.001
1|id[1, 2266]          0.092  0.651  -1.060    1.399      0.005    0.008  18099.045  5773.921  1.000
1|id[1, 2268]          0.196  0.601  -0.947    1.314      0.004    0.008  20108.726  5269.574  1.002
1|id[1, 2270]         -0.069  0.604  -1.220    1.058      0.004    0.008  18991.823  5507.974  1.001
1|id[1, 2271]         -0.091  0.564  -1.149    0.939      0.004    0.007  15842.142  6448.143  1.000
1|id[1, 2273]          0.010  0.624  -1.166    1.176      0.005    0.008  18526.950  6057.286  1.002
1|id[1, 2295]          0.015  0.546  -0.984    1.053      0.004    0.007  15670.002  5958.274  1.000
1|id[1, 2296]         -0.895  0.626  -2.053    0.287      0.005    0.008  17118.613  5627.288  1.000
1|id[1, 2297]         -0.859  0.615  -2.007    0.276      0.005    0.007  15410.022  5586.426  1.000
1|id[1, 2298]          0.155  0.693  -1.173    1.441      0.005    0.009  17968.733  5813.058  1.000
1|id[1, 2304]         -0.154  0.607  -1.309    0.985      0.005    0.007  15599.190  6332.965  1.001
1|id[1, 2305]         -0.441  0.621  -1.599    0.722      0.005    0.008  18552.000  5537.963  1.002
1|id[1, 2306]          0.177  0.602  -0.965    1.277      0.005    0.007  15259.383  6508.460  1.000
1|id[1, 2307]          1.196  0.623   0.047    2.366      0.005    0.008  14595.355  5740.412  1.000
1|id[1, 2310]          1.097  0.568   0.037    2.149      0.004    0.007  16911.803  5937.190  1.000
1|id[1, 2311]          0.142  0.588  -0.933    1.274      0.005    0.008  16339.766  5688.211  1.000
1|id[1, 2312]          0.557  0.619  -0.569    1.765      0.005    0.009  17413.700  5446.465  1.001
1|id[1, 2314]         -0.399  0.721  -1.736    0.965      0.005    0.010  18512.894  5039.719  1.000
1|id[1, 2315]          0.128  0.699  -1.144    1.481      0.005    0.010  17920.264  5590.138  1.002
1|id[1, 2324]          0.399  0.580  -0.656    1.516      0.005    0.007  13654.082  5895.835  1.001
1|id[1, 2327]         -0.646  0.611  -1.795    0.501      0.005    0.008  15308.028  5360.662  1.001
1|id[1, 2329]         -0.158  0.675  -1.386    1.143      0.005    0.009  19286.757  5574.093  1.001
1|id[1, 2331]         -0.335  0.634  -1.489    0.861      0.005    0.008  19162.459  5721.287  1.002
1|id[1, 2333]         -0.010  0.583  -1.083    1.104      0.004    0.008  18314.909  6484.428  1.000
1|id[1, 2335]          0.663  0.592  -0.493    1.754      0.004    0.008  18500.789  5684.455  1.000
1|id[1, 2338]          0.239  0.591  -0.918    1.303      0.005    0.008  15816.631  5553.642  1.002
1|id[1, 2343]         -0.330  0.630  -1.553    0.829      0.005    0.008  15838.628  5821.680  1.001
1|id[1, 2344]          0.560  0.606  -0.564    1.724      0.005    0.008  17021.521  5666.894  1.000
1|id[1, 2351]          0.099  0.586  -0.986    1.227      0.004    0.008  18970.733  5587.042  1.001
1|id[1, 2361]          0.216  0.583  -0.865    1.282      0.004    0.008  17701.642  5710.348  1.001
1|id[1, 2363]          0.262  0.618  -0.875    1.443      0.005    0.008  16416.505  5476.022  1.000
1|id[1, 2365]          0.264  0.583  -0.818    1.371      0.004    0.008  17600.558  5820.042  1.000
1|id[1, 2370]          0.515  0.589  -0.622    1.596      0.005    0.007  15479.632  5824.384  1.001
1|id[1, 2374]          0.490  0.595  -0.603    1.658      0.005    0.007  15913.023  5820.945  1.000
1|id[1, 2376]         -0.976  0.604  -2.093    0.161      0.005    0.009  16580.647  5561.566  1.000
1|id[1, 2385]          0.334  0.619  -0.765    1.566      0.005    0.008  18496.486  5110.599  1.001
1|id[1, 2389]         -0.097  0.582  -1.189    0.994      0.005    0.008  15220.821  5892.163  1.001
1|id[1, 2390]          0.195  0.630  -1.020    1.348      0.005    0.008  15153.032  5662.960  1.000
1|id[1, 2397]          0.246  0.601  -0.845    1.414      0.005    0.008  17208.747  5665.555  1.001
1|id[1, 2399]          0.573  0.603  -0.535    1.739      0.005    0.009  18041.532  5119.724  1.002
1|id[1, 2400]         -0.096  0.606  -1.225    1.050      0.005    0.008  16865.158  4936.214  1.002
1|id[1, 2401]         -0.085  0.620  -1.259    1.055      0.005    0.007  16815.903  6354.361  1.000
1|id[1, 2405]         -0.043  0.620  -1.210    1.123      0.005    0.008  14810.302  5783.197  1.001
1|id[1, 2406]         -0.196  0.745  -1.650    1.139      0.005    0.009  18601.310  6139.925  1.000
1|id[1, 2407]         -0.514  0.681  -1.789    0.734      0.005    0.009  15776.677  5890.054  1.000
1|id[1, 2408]          0.235  0.726  -1.126    1.594      0.006    0.010  17094.355  5473.864  1.002
1|id[1, 2410]          0.020  0.583  -1.051    1.105      0.005    0.007  15779.061  6075.641  1.001
1|id[1, 2419]         -0.590  0.666  -1.844    0.637      0.005    0.009  18819.252  5524.568  1.001
1|id[1, 2420]          0.340  0.602  -0.795    1.480      0.005    0.009  17164.036  5592.528  1.000
1|id[1, 2421]         -0.856  0.656  -2.052    0.398      0.005    0.008  16572.282  6020.798  1.000
1|id[1, 2423]         -0.193  0.662  -1.413    1.049      0.005    0.009  18559.391  5599.313  1.000
1|id[1, 2424]         -0.899  0.620  -2.034    0.281      0.005    0.008  16714.767  6078.120  1.001
1|id[1, 2427]         -0.197  0.765  -1.615    1.221      0.005    0.011  20675.959  5403.530  1.000
1|id[1, 2428]         -0.849  0.644  -2.055    0.344      0.005    0.008  15976.331  5743.332  1.001
1|id[1, 2429]          0.286  0.567  -0.826    1.264      0.004    0.007  17632.004  5524.280  1.000
1|id[1, 2430]          0.321  0.590  -0.747    1.476      0.005    0.008  13324.637  5808.820  1.001
1|id[1, 2431]          0.695  0.586  -0.436    1.755      0.005    0.008  14893.752  5504.261  1.000
1|id[1, 2437]         -0.096  0.621  -1.262    1.085      0.005    0.008  16423.083  5616.836  1.001
1|id[1, 2439]          0.184  0.575  -0.915    1.226      0.005    0.008  14494.706  5654.360  1.000
1|id[1, 2441]          0.478  0.591  -0.597    1.633      0.004    0.008  17608.274  5902.991  1.000
1|id[1, 2442]         -0.720  0.655  -1.989    0.483      0.005    0.010  17850.684  5361.701  1.001
1|id[1, 2444]          0.576  0.570  -0.502    1.645      0.005    0.007  14365.116  6115.889  1.000
1|id[1, 2448]         -0.574  0.610  -1.746    0.571      0.005    0.008  16058.102  5304.193  1.000
1|id[1, 2450]          0.864  0.602  -0.275    1.961      0.005    0.007  14896.320  5767.068  1.000
1|id[1, 2451]          0.437  0.606  -0.666    1.624      0.005    0.008  17699.496  6149.080  1.001
1|id[1, 2453]          0.564  0.709  -0.783    1.851      0.005    0.009  18048.041  6226.451  1.000
1|id[1, 2455]         -0.401  0.581  -1.504    0.680      0.005    0.007  15673.996  5484.119  1.002
1|id[1, 2456]         -0.395  0.575  -1.510    0.633      0.005    0.007  14376.675  6114.281  1.000
1|id[1, 2457]          0.301  0.581  -0.762    1.421      0.005    0.007  16401.319  5967.173  1.000
1|id[1, 2458]          0.435  0.599  -0.677    1.561      0.005    0.007  14488.272  6104.811  1.000
1|id[1, 2459]         -0.872  0.635  -2.033    0.352      0.005    0.008  16068.885  6127.336  1.000
1|id[1, 2460]          0.875  0.611  -0.261    2.009      0.005    0.007  16290.381  6586.509  1.000
1|id[1, 2461]         -0.288  0.589  -1.413    0.796      0.005    0.008  16677.988  5939.477  1.000
1|id[1, 2462]          0.772  0.672  -0.515    2.014      0.005    0.009  17079.457  5730.232  1.000
1|id[1, 2464]          0.013  0.676  -1.213    1.357      0.005    0.009  17589.125  5225.108  1.000
1|id[1, 2465]          0.094  0.712  -1.323    1.354      0.005    0.011  18728.546  5527.985  1.000
1|id[1, 2473]          0.874  0.653  -0.394    2.056      0.005    0.009  16592.528  4819.749  1.001
1|id[1, 2486]         -0.168  0.753  -1.589    1.249      0.006    0.010  18176.894  5325.124  1.001
1|id[1, 2496]         -0.147  0.640  -1.332    1.072      0.006    0.009  13322.178  5426.990  1.000
1|id[1, 2497]         -0.235  0.624  -1.426    0.902      0.005    0.008  14813.978  6010.506  1.001
1|id[1, 2498]         -0.560  0.598  -1.673    0.533      0.005    0.008  16366.945  5670.259  1.001
1|id[1, 2499]         -0.577  0.589  -1.669    0.547      0.004    0.007  17653.288  6167.809  1.000
1|id[1, 2502]         -0.525  0.610  -1.685    0.594      0.005    0.008  15853.399  6092.456  1.002
1|id[1, 2504]          0.148  0.626  -1.077    1.258      0.005    0.007  14239.227  5780.560  1.000
1|id[1, 2505]          0.735  0.678  -0.564    1.996      0.005    0.009  16111.508  5318.393  1.001
1|id[1, 2506]         -0.547  0.600  -1.638    0.611      0.005    0.007  16339.042  5762.823  1.001
1|id[1, 2510]          0.062  0.624  -1.140    1.214      0.005    0.008  16270.349  5555.936  1.002
1|id[1, 2511]          0.500  0.611  -0.595    1.687      0.005    0.007  17306.456  6192.276  1.001
1|id[1, 2513]          0.062  0.580  -0.997    1.141      0.005    0.007  15892.220  6354.332  1.001
1|id[1, 2514]         -0.172  0.607  -1.355    0.925      0.005    0.007  15552.228  5698.881  1.000
1|id[1, 2516]         -0.493  0.689  -1.772    0.806      0.005    0.009  16816.969  5469.977  1.000
1|id[1, 2518]          0.017  0.636  -1.190    1.175      0.005    0.007  15550.135  6050.371  1.000
1|id[1, 2521]          0.505  0.592  -0.605    1.611      0.005    0.007  16093.655  6169.373  1.001
1|id[1, 2524]         -0.163  0.583  -1.250    0.951      0.005    0.007  15165.981  5530.986  1.000
1|id[1, 2529]         -0.167  0.584  -1.263    0.917      0.005    0.008  16498.949  5220.339  1.002
1|id[1, 2533]         -0.649  0.658  -1.842    0.605      0.006    0.008  14262.711  5268.987  1.001
1|id[1, 2534]          0.273  0.592  -0.825    1.393      0.004    0.008  18877.068  5833.335  1.002
1|id[1, 2538]          0.434  0.570  -0.614    1.519      0.005    0.006  14538.297  6238.108  1.000
1|id[1, 2539]          0.300  0.561  -0.742    1.337      0.005    0.007  15592.988  6147.043  1.000
1|id[1, 2540]          0.879  0.558  -0.212    1.899      0.004    0.008  16654.391  6071.359  1.000
1|id[1, 2541]         -0.611  0.598  -1.722    0.519      0.005    0.007  16541.167  6362.710  1.000
1|id[1, 2542]         -0.629  0.654  -1.842    0.600      0.005    0.009  16606.732  5909.243  1.001
1|id[1, 2546]         -0.413  0.611  -1.581    0.709      0.005    0.007  16903.229  6695.269  1.000
1|id[1, 2547]         -0.677  0.653  -1.957    0.494      0.005    0.009  19054.442  5645.281  1.001
1|id[1, 2548]         -0.416  0.621  -1.558    0.775      0.005    0.008  14884.949  5638.376  1.000
1|id[1, 2549]          0.495  0.585  -0.640    1.537      0.005    0.007  15853.488  6211.381  1.001
1|id[1, 2550]         -0.071  0.668  -1.321    1.203      0.005    0.009  14788.310  5958.505  1.001
1|id[1, 2551]         -0.542  0.696  -1.924    0.674      0.005    0.009  17576.970  5197.122  1.001
1|id[1, 2552]         -0.209  0.737  -1.581    1.186      0.006    0.009  17846.710  6241.281  1.000
1|id[1, 2554]         -0.140  0.598  -1.249    0.973      0.004    0.008  17854.920  6020.442  1.001
1|id[1, 2555]         -0.126  0.665  -1.386    1.131      0.005    0.009  19571.030  5782.728  1.000
1|id[1, 2561]         -0.539  0.614  -1.687    0.621      0.005    0.007  15795.370  5910.234  1.000
1|id[1, 2562]          0.960  0.645  -0.243    2.176      0.005    0.008  16355.659  6122.616  1.001
1|id[1, 2563]          0.045  0.626  -1.182    1.168      0.005    0.008  16987.281  5576.553  1.000
1|id[1, 2564]         -0.858  0.652  -2.106    0.335      0.005    0.009  15556.876  6069.177  1.000
1|id[1, 2565]          0.780  0.635  -0.360    2.052      0.005    0.009  16782.804  5227.727  1.001
1|id[1, 2566]          0.558  0.588  -0.534    1.659      0.004    0.007  17311.659  6114.419  1.000
1|id[1, 2568]         -0.240  0.597  -1.377    0.868      0.005    0.008  17059.997  6071.881  1.002
1|id[1, 2576]         -0.755  0.607  -1.882    0.392      0.005    0.008  14523.461  5583.504  1.001
1|id[1, 2577]         -0.322  0.607  -1.493    0.793      0.005    0.007  15019.521  6306.402  1.001
1|id[1, 2584]         -0.958  0.613  -2.093    0.177      0.005    0.009  15557.159  5190.713  1.000
1|id[1, 2586]          0.483  0.593  -0.599    1.639      0.005    0.008  15271.330  5818.837  1.001
1|id[1, 2587]         -0.357  0.612  -1.500    0.790      0.005    0.009  14352.397  5359.538  1.001
